kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max,total_stock,total_sales,profit_margin,low_stock_flag,fast_moving_flag,margin_category
A2415,711844140028,,,ABC SAUS TIRAM 195ML,SABUN & SAMPHOO,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,8867.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0567,True,False,Low
A2748,711844140035,,,ABC SAUS TIRAM 30G,MAKANAN,Unknown,SERAYA MAKMUR P,1899-12-30,8,1,BUNGKUS,Unknown,Unknown,0,0,12125.0,12800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.0527,True,False,Low
A2681,711844130128,,,ABC SAUS TOMAT 275ML,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,BOTOL,Unknown,Unknown,0,0,6362.5,6700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0504,True,False,Low
A2515,711844130715,,,ABC SAUS TOMOT 5.7KG,TEPUNG,Unknown,SERAYA MAKMUR P,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,65050.0,67200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.032,True,False,Low
A2486,8992388111145,,,ABC SOP TOMAT 70GX5S,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,8,1,PCs,Unknown,Unknown,0,0,6975.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.07,True,False,Low
A2408,711844167001,,,ABC SOYA MILK200ML,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,1750.0,2000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,21.0,0.125,True,False,Medium
A2445,711844154605,,,ABC SPESIAL STW,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15037.5,15800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.0483,True,False,Low
A2434,8886022950958,,,ABC SPW 9 VOLT NEW,STATIONERY,Unknown,ABM,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6900.0,8500,,,,,,,,,Unknown,Unknown,Unknown,,,12,0,0,63.0,0.1882,True,True,Medium
A2574,711844150133,,,ABC SQUASH DUO FRUIT BLEWA&ORANGE 3,LAIN-LAIN,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,8910.41,5000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,-0.7821,True,False,Negative
A2573,711844150140,,,ABC SQUASH DUO FRUIT STRAW&KIWI300M,LAIN-LAIN,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,8910.41,5000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,-0.7821,True,True,Negative
A2634,8991002101005,,,ABC STMJ 5SX28G,TEH & KOPI,Unknown,PRIMA RINTIS SE,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,12500.0,13200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.053,True,False,Low
A2596,86428330011,,,ABC STOUT 330ML,BEER,Unknown,a,1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,1.25,10700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.9999,True,False,High
A0254,711844150003,,,ABC SYRUP APOLO 580ML ORANGE,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.58,11200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,33.0,0.05,True,False,Low
A2439,711844150010,,,ABC SYRUP APOLO 630ML ANGGUR,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.5,11200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,34.0,0.05,True,False,Low
A2437,711844150034,,,ABC SYRUP APOLO 630ML LECY,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.5,11200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.05,True,False,Low
A0252,711844150065,,,ABC SYRUP APOLO 630ML MANGGA,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.5,11200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,26.0,0.05,True,False,Low
A0253,711844150027,,,ABC SYRUP APOLO 630ML NENAS,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.5,11200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,60.0,0.05,True,True,Low
A0255,711844150041,,,ABC SYRUP APOLO 630ML SIRSAK,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10639.5,11200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,42.0,0.05,True,False,Low
A2438,652438,,,ABC SYRUP APOLO 630ML SIRSAK.,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,10640.0,11200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,14.0,0.05,True,False,Low
A0258,711844156135,,,ABC SYRUP CREAM 630ML MAWAR,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,14170.83,14800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,30.0,0.0425,True,False,Low
A2761,711844150171,,,ABC SYRUP ORANGE 1LTR,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,16763.0,17700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.0529,True,False,Low
A2762,711844150164,,,ABC SYRUP ORANGE 500ML,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9261.0,9800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.055,True,False,Low
A2559,711844154643,,,ABC SYRUP SPC 630ML ANGGUR,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15037.5,15800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.0483,True,False,Low
A2558,711844154636,,,ABC SYRUP SPC 630ML APEL,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15037.5,15800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.0483,True,False,Low
A0259,711844154506,,,ABC SYRUP SPC 630ML COCOPANDAN,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15954.16,16900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,55.0,0.056,True,True,Low
A2557,711844154520,,,ABC SYRUP SPC 630ML FRAMBOZEN,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15037.5,15800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.0483,True,False,Low
A0262,711844154568,,,ABC SYRUP SPC 630ML MELON,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15954.16,16800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,44.0,0.0503,True,False,Low
A0264,711844154544,,,ABC SYRUP SPC 630ML ROSE,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,15037.5,15800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,13.0,0.0483,True,False,Low
A2409,711844164604,,,ABC TEH KEMBANG 250ML,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,2306.25,2600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.113,True,False,Medium
A2401,711844340008,,,ABC TERASI 20 SASET,BUMBU,Unknown,SERAYA MAKMUR P,1899-12-30,16,1,PACKs,Unknown,Unknown,0,0,3600.0,3900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0769,True,False,Low
A2680,711844340039,,,ABC TERASI UDANG PEDAS 20SX4.5G,SYRUP,Unknown,SERAYA MAKMUR P,1899-12-30,16,1,BOTOL,Unknown,Unknown,0,0,4200.0,4600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.087,True,False,Low
A2384,652384,,,ABC TOMAT 140ml,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,48,1,BOTOL,Unknown,Unknown,0,0,2641.67,2800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.0565,True,False,Low
A2383,711844130012,,,ABC TOMAT 340ML,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,BOTOL,Unknown,Unknown,0,0,8383.0,8900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0581,True,False,Low
A2402,711844130111,,,ABC TOMATO 135ML,BUMBU,Unknown,SERAYA MAKMUR P,1899-12-30,48,1,PCs,Unknown,Unknown,0,0,3612.5,3800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0493,True,False,Low
A2780,8991002101739,,,ABC WHITE COFFE 30SX27.9G,KOSMETIK,Unknown,PRIMA RINTIS SE,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,22250.0,23400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.0491,True,False,Low
A2760,8991002101722,,,ABC WHITE COFFE 5SX5S,SUSU,Unknown,PRIMA RINTIS SE,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,3593.75,8000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.5508,True,False,High
A2674,8993817111068,,,ABON SAP KINARI,ROKOK,Unknown,CV.WAHANA TIRTA,1899-12-30,10,1,BUNGKUS,Unknown,Unknown,0,0,2750.0,3000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0833,True,True,Low
A2422,8994017101169,,,ABON SAPI WAYANG,PARFUM,Unknown,PT SELATINDO BA,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,3504.0,3900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.1015,True,False,Medium
A2589,8993347012305,,,ABOTHYL 5ML,OBATAN,Unknown,"HANSEL DNP, PT",1899-12-30,3,1,PCs,Unknown,Unknown,0,0,16200.0,17200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.0581,True,True,Low
A2421,8993417052316,,,ABSOLUTE 150ML,KOSMETIK,Unknown,PT ANUGRAH PERK,1899-12-30,36,1,BOTOL,Unknown,Unknown,0,0,25500.0,26800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.0485,True,False,Low
A2420,89941225,,,ABSOLUTE 60ML,KOSMETIK,Unknown,PT ANUGRAH PERK,1899-12-30,36,1,BOTOL,Unknown,Unknown,0,0,12500.0,13800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0942,True,False,Low
A2738,8993417052125,,,ABSOLUTE ETERNITY 60ML,MINUMAN,Unknown,ANUGERAH PERKAS,1899-12-30,36,1,BOTOL,Unknown,Unknown,0,0,21000.0,22000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.0455,True,False,Low
A2703,8991916101016,,,ACCESS MILD,TANDAS,Unknown,a,1899-12-30,10,1,BOTOL,Unknown,Unknown,0,0,7200.0,8000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.1,True,False,Medium
A2702,8991916151011,,,ACCESS MILD 10S,TANDAS,Unknown,a,1899-12-30,10,1,BOTOL,Unknown,Unknown,0,0,72000.0,73000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0137,True,False,Low
A2792,8993347016341,,,ACNE GEL 10ML,SABUN & SAMPHOO,Unknown,DJEMBATAN DUA,1899-12-30,1,1,LUSIN,Unknown,Unknown,0,0,23000.0,25400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0945,True,False,Low
A2480,8993478101039,,,ACTIFED SYRUP 60ML,MINUMAN,Unknown,PRIMA RINTIS SE,1899-12-30,3,1,KALENG,Unknown,Unknown,0,0,21715.0,23900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0914,True,False,Low
A2482,8993478101053,,,ACTIFED SYRUP 60ML COUGH SUPPRESSAN,MINUMAN,Unknown,GEMBIRA,1899-12-30,3,1,KALENG,Unknown,Unknown,0,0,25500.0,26800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.0485,True,False,Low
A2481,8993478101077,,,ACTIFED SYRUP 60ML PLUS EXPECTORANT,MINUMAN,Unknown,PRIMA RINTIS SE,1899-12-30,3,1,KALENG,Unknown,Unknown,0,0,22725.0,23200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.0205,True,False,Low
A2417,8992772123068,,,ADAM SARI 1BOX,MINUMAN,Unknown,"BINTANG LIMA, P",1899-12-30,96,1,PCs,Unknown,Unknown,0,0,7040.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,15.0,0.0613,True,False,Low
A2418,8992772122245,,,ADAM SARI 1PAPAN,MINUMAN,Unknown,GEMBIRA,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,23625.0,24800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0474,True,True,Low
A2759,8992772586016,,,ADAM SARI CHING KU 330ML,TANDAS,Unknown,"BINTANG LIMA, P",1899-12-30,24,1,PCs,Unknown,Unknown,0,0,4315.0,4800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.101,True,True,Medium
A2619,8992772503068,,,ADAM SARI FRESH 6S,MINUMAN,Unknown,"BINTANG LIMA, P",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6160.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0523,True,False,Low
A2499,3412241260377,,,ADIDAS DEEP ENERGY SPRAY 96G,KAPAS,Unknown,PT KARYA CITRA,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.049,True,False,Low
A2582,3412244360050,,,ADIDAS DEO SPRAY WOMEN 150ML DREAM,KOSMETIK,Unknown,PT KARYA CITRA,1899-12-30,3,1,PCs,Unknown,Unknown,0,0,35840.0,37700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0493,True,True,Low
A2581,3412244560054,,,ADIDAS DEO SPRAY WOMEN 150ML FRUITY,KOSMETIK,Unknown,PT KARYA CITRA,1899-12-30,3,1,PCs,Unknown,Unknown,0,0,35840.0,37700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0493,True,False,Low
A2580,3412245460025,,,ADIDAS DEO SPRAY WOMEN 150ML PASSIO,KOSMETIK,Unknown,PT KARYA CITRA,1899-12-30,3,1,PCs,Unknown,Unknown,0,0,35840.0,37700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0493,True,False,Low
A2583,3412245860054,,,ADIDAS DEO SPRAY WOMEN 150ML PURE,KOSMETIK,Unknown,PT KARYA CITRA,1899-12-30,3,1,PCs,Unknown,Unknown,0,0,35840.0,37700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0493,True,False,Low
A2497,3412243600102,,,ADIDAS DYNAMIC PULSE SPRAY 96G,KAPAS,Unknown,PT KARYA CITRA,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.049,True,False,Low
A2498,3412246600109,,,ADIDAS ICE DIVE SPRAY 96G,KAPAS,Unknown,PT KARYA CITRA,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.049,True,False,Low
A2632,3607345380049,,,ADIDAS MEN 150ML DEEP ENERGY,SUSU,Unknown,PT KARYA CITRA,1899-12-30,6,1,KALENG,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.049,True,True,Low
A2630,3607345387321,,,ADIDAS MEN 150ML ICE DIVE,SUSU,Unknown,PT KARYA CITRA,1899-12-30,6,1,KALENG,Unknown,Unknown,0,0,21600.0,23800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,12.0,0.0924,True,False,Low
A2631,3607345380247,,,ADIDAS MEN 150ML TEAM FORCE,SUSU,Unknown,PT KARYA CITRA,1899-12-30,6,1,KALENG,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,16.0,0.049,True,False,Low
A2500,3412245600100,,,ADIDAS TEAM FORCE SPRAY 96G,KAPAS,Unknown,PT KARYA CITRA,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,28720.0,30200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.049,True,False,Low
A1853,8993099995048,,,AFITSON BALSEM 13G,OBATAN,Unknown,GEMBIRA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,1791.67,2100,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.1468,True,False,Medium
A1861,8993099995031,,,AFITSON NO:01 19GR,ALAT RUMAH TANGGA,Unknown,GEMBIRA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,2416.66,3000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,26.0,0.1944,True,False,Medium
A0327,8886030019920,,,AGANOL 700ML REF LEMON,DETERGEN,Unknown,PT MULTIBOGA  A,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6158.0,6700,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,25.0,0.0809,True,False,Low
A0326,8886030019913,,,AGANOL 750ML REF APEL/HIJAU,DETERGEN,Unknown,MITRA MANDIRI T,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6150.0,6700,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,54.0,0.0821,True,True,Low
A0328,8886030019937,,,AGANOL 750ML REF MORNING/H-TUA,DETERGEN,Unknown,MITRA MANDIRI T,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6150.0,6700,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,39.0,0.0821,True,False,Low
A2379,8995102701356,,,AGAR AGAR DUNIA RAJAWALI 7G. C,LAIN-LAIN,Unknown,PT.MULTIBOGA AR,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,929.69,1100,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1548,True,True,Medium
A2378,8995102701325,,,AGAR AGAR DUNIA RAJAWALI 7G.M,LAIN-LAIN,Unknown,PT.MULTIBOGA AR,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,929.69,1100,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.1548,True,True,Medium
A1629,8992855888082,,,AGAR D.S SUNRICE 7G CKL,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,1555.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,16.0,0.0853,True,False,Low
A1627,8992855888068,,,AGAR D.S SUNRICE 7G GREEN,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,1555.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,21.0,0.0853,True,False,Low
A1628,8992855888051,,,AGAR D.S SUNRICE 7G RED,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,1555.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0853,True,False,Low
A1601,8992855888020,,,AGAR D.S SUNRISE 7G PTH,MAKANAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,PCs,Unknown,Unknown,0,0,1555.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0853,True,True,Low
A1381,8992855888341,,,AGAR DBL SWALL NO.1 CHOCO,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,2062.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.1035,True,False,Medium
A0057,8992855888334,,,AGAR DBL SWALL NO.1 GREEN,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,2063.89,2300,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,28.0,0.1027,True,False,Medium
A1382,8992855888358,,,AGAR DBL SWALL NO.1 PUTIH,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,2062.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.1035,True,False,Medium
A0058,8992855888327,,,AGAR DBL SWALL NO.1 RED,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,2062.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,14.0,0.1035,True,False,Medium
A0010,8992855888853,,,AGAR DOUBLE SWALL SUN CKL,MANISAN,Unknown,PT MULTIBOGA  A,1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,1700.0,1900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,8.0,0.1053,True,False,Medium
A0011,8992855888884,,,AGAR DOUBLE SWALL SUN GREEN,MANISAN,Unknown,PT MULTIBOGA  A,1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,1700.0,1900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,25.0,0.1053,True,False,Medium
A0009,8992855888860,,,AGAR DOUBLE SWALL SUN PUTIH,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,1700.0,1900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,10.0,0.1053,True,False,Medium
A0012,8992855888877,,,AGAR DOUBLE SWALL SUN RED,MANISAN,Unknown,MITRA MANDIRI T,1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,1700.0,1900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,38.0,0.1053,True,False,Medium
A2615,8992933434118,,,AGAR RASA CKLT EKONOMIS 12G,MANISAN,Unknown,PT.MULTIBOGA AR,1899-12-30,72,1,BUNGKUS,Unknown,Unknown,0,0,1368.0,1600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.145,True,False,Medium
A2623,8992933433111,,,AGAR RASA MELON EKONOMIS 12G,MANISAN,Unknown,PT.MULTIBOGA AR,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,1041.66,1400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.256,True,False,High
A2622,8992933432114,,,AGAR RASA STRAW EKONOMIS 12G,MANISAN,Unknown,PT.MULTIBOGA AR,1899-12-30,36,1,BUNGKUS,Unknown,Unknown,0,0,1041.66,1400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.256,True,True,High
A0029,8992705032122,,,AGAR SATELIT SO WELL COKLAT,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1231.0,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.1793,True,False,Medium
A0030,8992705042121,,,AGAR SATELIT SO WELL GREEN,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1231.41,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,43.0,0.1791,True,False,Medium
A0031,8992705012124,,,AGAR SATELIT SO WELL PUTIH,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1231.0,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1793,True,True,Medium
A0032,8992705022123,,,AGAR SATELIT SO WELL RED,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1231.0,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.1793,True,False,Medium
A0041,8992705032023,,,AGAR SATELIT SUPER COKLAT,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1657.16,2000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.1714,True,True,Medium
A1610,8992705042022,,,AGAR SATELIT SUPER GREEN,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1657.16,2000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,43.0,0.1714,True,False,Medium
A0042,8992705012025,,,AGAR SATELIT SUPER PUTIH,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1657.16,2000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1714,True,True,Medium
A0043,8992705022024,,,AGAR SATELIT SUPER RED,MANISAN,Unknown,INDOMARCO,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1657.16,2000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.1714,True,False,Medium
A0053,8991689668037,,,AGAR SWALL LILY COKLAT,MANISAN,Unknown,STARTMARA PRATA,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1500.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.1176,True,False,Medium
A0054,8991689668020,,,AGAR SWALL LILY GREEN,MANISAN,Unknown,STARTMARA PRATA,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1500.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,4.0,0.1176,True,False,Medium
A0056,8991689668013,,,AGAR SWALL LILY RED 1SASET,BUMBU,Unknown,STARTMARA PRATA,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1500.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,11.0,0.1176,True,False,Medium
A0055,8991689668006,,,AGAR SWALL LILY WHITE,MINUMAN,Unknown,STARTMARA PRATA,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,1108.33,1300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.1474,True,False,Medium
A2478,8995102701417,,,AGAR-AGAR DUNIA RAJAWALI,LAIN-LAIN,Unknown,PT.MULTIBOGA AR,1899-12-30,3,1,BUNGKUS,Unknown,Unknown,0,0,11156.33,11800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0545,True,True,Low
